# AU/NZ SKU Power Limit Table (unit is 0.5 dBm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2.4G Channel,CCK,,,,OFDM,,,,,,,,BW20,,,,,,,,,,BW40,,,,,,,,,,,BW80,,,,,,,,,,BW160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Band: 2.4G,CCK_1M,CCK_2M,CCK_5.5M,CCK_11M,OFDM_6M,OFDM_9M,OFDM_12M,OFDM_18M,OFDM_24M,OFDM36M,OFDM_48M,OFDM_54M,HT/VHT20_MCS0,HT/VHT20_MCS1,HT/VHT20_MCS2,HT/VHT20_MCS3,HT/VHT20_MCS4,HT/VHT20_MCS5,HT/VHT20_MCS6,HT/VHT20_MCS7,HT/VHT20_MCS8,HT/VHT20_MCS9,HT/VHT40_MCS0,HT/VHT40_MCS1,HT/VHT40_MCS2,HT/VHT40_MCS3,HT/VHT40_MCS4,HT/VHT40_MCS5,HT/VHT40_MCS6,HT/VHT40_MCS7,HT/VHT40_MCS8,HT/VHT40_MCS9,HT40_MCS32,VHT80_MCS0,VHT80_MCS1,VHT80_MCS2,VHT80_MCS3,VHT80_MCS4,VHT80_MCS5,VHT80_MCS6,VHT80_MCS7,VHT80_MCS8,VHT80_MCS9,VHT160_MCS0,VHT160_MCS1,VHT160_MCS2,VHT160_MCS3,VHT160_MCS4,VHT160_MCS5,VHT160_MCS6,VHT160_MCS7,VHT160_MCS8,VHT160_MCS9,,,,,,,,,,,,,,,,,,,,
Ch100,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch104,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch108,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch112,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch116,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch124,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch128,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch132,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch136,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch140,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch144,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch149,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch153,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch157,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,22,19,19,19,19,19,19,19,19,19,19,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch161,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,22,22,22,22,22,22,22,22,19,19,19,19,19,19,19,19,19,19,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch165,21,21,21,21,21,21,21,21,21,21,21,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,22,22,22,22,22,22,22,22,22,22,22,19,19,19,19,19,19,19,19,19,19,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch169,21,21,21,21,21,21,21,21,21,21,21,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,22,22,22,22,22,22,22,22,22,22,22,19,19,19,19,19,19,19,19,19,19,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch173,21,21,21,21,21,21,21,21,21,21,21,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,22,22,22,22,22,22,22,22,22,22,22,19,19,19,19,19,19,19,19,19,19,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch177,21,21,21,21,21,21,21,21,21,21,21,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,22,22,22,22,22,22,22,22,22,22,22,19,19,19,19,19,19,19,19,19,19,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch181,21,21,21,21,21,21,21,21,21,21,21,21,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,22,22,22,22,22,22,22,22,22,22,22,19,19,19,19,19,19,19,19,19,19,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
