# US SKU Power Limit Table (unit is 0.5 dBm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 2.4G Channel,CCK,,,,OFDM,,,,,,,,BW20,,,,,,,,,,BW40,,,,,,,,,,,BW80,,,,,,,,,,BW160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Band: 2.4G,CCK_1M,CCK_2M,CCK_5.5M,CCK_11M,OFDM_6M,OFDM_9M,OFDM_12M,OFDM_18M,OFDM_24M,OFDM36M,OFDM_48M,OFDM_54M,HT/VHT20_MCS0,HT/VHT20_MCS1,HT/VHT20_MCS2,HT/VHT20_MCS3,HT/VHT20_MCS4,HT/VHT20_MCS5,HT/VHT20_MCS6,HT/VHT20_MCS7,HT/VHT20_MCS8,HT/VHT20_MCS9,HT/VHT40_MCS0,HT/VHT40_MCS1,HT/VHT40_MCS2,HT/VHT40_MCS3,HT/VHT40_MCS4,HT/VHT40_MCS5,HT/VHT40_MCS6,HT/VHT40_MCS7,HT/VHT40_MCS8,HT/VHT40_MCS9,HT40_MCS32,VHT80_MCS0,VHT80_MCS1,VHT80_MCS2,VHT80_MCS3,VHT80_MCS4,VHT80_MCS5,VHT80_MCS6,VHT80_MCS7,VHT80_MCS8,VHT80_MCS9,VHT160_MCS0,VHT160_MCS1,VHT160_MCS2,VHT160_MCS3,VHT160_MCS4,VHT160_MCS5,VHT160_MCS6,VHT160_MCS7,VHT160_MCS8,VHT160_MCS9,,,,,,,,,,,,,,,,,,,,
Ch11,23.5,23.5,23.5,23.5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,18,18,18,18,18,18,18,18,18,18,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Ch12,23.5,23.5,23.5,23.5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,18,18,18,18,18,18,18,18,18,18,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Ch13,23.5,23.5,23.5,23.5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,18,18,18,18,18,18,18,18,18,18,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Ch14,23.5,23.5,23.5,23.5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,18,18,18,18,18,18,18,18,18,18,18,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# 5G Channel,CCK,,,,OFDM,,,,,,,,BW20,,,,,,,,,,BW40,,,,,,,,,,,BW80,,,,,,,,,,BW160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Band: 5G,CCK_1M,CCK_2M,CCK_5.5M,CCK_11M,OFDM_6M,OFDM_9M,OFDM_12M,OFDM_18M,OFDM_24M,OFDM36M,OFDM_48M,OFDM_54M,HT/VHT20_MCS0,HT/VHT20_MCS1,HT/VHT20_MCS2,HT/VHT20_MCS3,HT/VHT20_MCS4,HT/VHT20_MCS5,HT/VHT20_MCS6,HT/VHT20_MCS7,HT/VHT20_MCS8,HT/VHT20_MCS9,HT/VHT40_MCS0,HT/VHT40_MCS1,HT/VHT40_MCS2,HT/VHT40_MCS3,HT/VHT40_MCS4,HT/VHT40_MCS5,HT/VHT40_MCS6,HT/VHT40_MCS7,HT/VHT40_MCS8,HT/VHT40_MCS9,HT40_MCS32,VHT80_MCS0,VHT80_MCS1,VHT80_MCS2,VHT80_MCS3,VHT80_MCS4,VHT80_MCS5,VHT80_MCS6,VHT80_MCS7,VHT80_MCS8,VHT80_MCS9,VHT160_MCS0,VHT160_MCS1,VHT160_MCS2,VHT160_MCS3,VHT160_MCS4,VHT160_MCS5,VHT160_MCS6,VHT160_MCS7,VHT160_MCS8,VHT160_MCS9,,,,,,,,,,,,,,,,,,,,
Ch184,30,60,60,60,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch188,30,60,60,60,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch192,30,60,60,60,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch196,30,60,60,60,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch8,30,60,60,60,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch12,30,60,60,60,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch16,30,60,60,60,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch36,30,60,60,60,18,18,18,18,18,18,18,18,17,17,17,17,17,17,17,17,17,17,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch40,30,60,60,60,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch44,30,60,60,60,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20,20,20,20,20,20,20,20,20,20,20,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch48,30,60,60,60,21.5,21.5,21.5,21.5,21.5,21.5,21.5,21.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20,20,20,20,20,20,20,20,20,20,20,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch52,30,60,60,60,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch56,30,60,60,60,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch60,30,60,60,60,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch64,30,60,60,60,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch68,30,60,60,60,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch72,30,60,60,60,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch76,30,60,60,60,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch80,30,60,60,60,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch84,30,60,60,60,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch88,30,60,60,60,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch92,30,60,60,60,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch96,30,60,60,60,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch100,30,60,60,60,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch104,30,60,60,60,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch108,30,60,60,60,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch112,30,60,60,60,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch116,30,60,60,60,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch120,30,60,60,60,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch124,30,60,60,60,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch128,30,60,60,60,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch132,30,60,60,60,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch136,30,60,60,60,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch140,30,60,60,60,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch144,30,60,60,60,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch149,30,60,60,60,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch153,30,60,60,60,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch157,30,60,60,60,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch161,30,60,60,60,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch165,30,60,60,60,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch169,30,60,60,60,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch173,30,60,60,60,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch177,30,60,60,60,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
Ch181,30,60,60,60,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,22.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,20.5,30,30,30,30,30,30,30,30,30,30,,,,,,,,,,,,,,,,,,,,
